UF;Municipio;Bairro;Produto;DatadaColeta;ValordeVenda
ES;VILA VELHA;ALVORADA;GASOLINA ADITIVADA;2022-02-06;7.36
ES;VILA VELHA;ALVORADA;GASOLINA;2022-02-06;7.26
ES;VITORIA;MATA DA PRAIA;GASOLINA ADITIVADA;2022-01-06;7.649
ES;VITORIA;MATA DA PRAIA;ETANOL;2022-01-06;6.199
ES;VITORIA;MATA DA PRAIA;GASOLINA;2022-01-06;7.399
ES;VITORIA;REPUBLICA;GASOLINA ADITIVADA;2022-01-06;7.599
ES;VITORIA;REPUBLICA;ETANOL;2022-01-06;6.199
ES;VITORIA;REPUBLICA;GASOLINA;2022-01-06;7.489
GO;ANAPOLIS;J K NOVA CAPITAL;GASOLINA;2022-01-06;7.29
GO;ANAPOLIS;JARDIM ALEXANDRINA;GASOLINA ADITIVADA;2022-01-06;7.35
GO;ANAPOLIS;JARDIM ALEXANDRINA;ETANOL;2022-01-06;4.89
GO;ANAPOLIS;JARDIM ALEXANDRINA;GASOLINA;2022-01-06;7.29
GO;ANAPOLIS;JUNDIAI;ETANOL;2022-01-06;4.69
GO;ANAPOLIS;JUNDIAI;GASOLINA;2022-01-06;7.29
GO;ANAPOLIS;ALVORADA;ETANOL;2022-01-06;4.79
GO;ANAPOLIS;ALVORADA;GASOLINA;2022-01-06;7.29
GO;ANAPOLIS;JUNDIAI;ETANOL;2022-01-06;4.79
GO;ANAPOLIS;V STA MARIA NAZARE;GASOLINA ADITIVADA;2022-01-06;7.58
GO;ANAPOLIS;V STA MARIA NAZARE;ETANOL;2022-01-06;4.69
GO;ANAPOLIS;V STA MARIA NAZARE;GASOLINA;2022-01-06;7.29
GO;ANAPOLIS;JARDIM DAS AMÉRICAS;GASOLINA ADITIVADA;2022-01-06;7.49
GO;ANAPOLIS;JARDIM DAS AMÉRICAS;ETANOL;2022-01-06;4.79
GO;ANAPOLIS;JARDIM DAS AMÉRICAS;GASOLINA;2022-01-06;7.49
GO;ANAPOLIS;JUNDIAI;GASOLINA ADITIVADA;2022-01-06;7.99
GO;ANAPOLIS;JUNDIAI;ETANOL;2022-01-06;4.99
GO;ANAPOLIS;JUNDIAI;GASOLINA;2022-01-06;7.89
GO;ANAPOLIS;CIDADE JARDIM;ETANOL;2022-01-06;4.69
GO;ANAPOLIS;CIDADE JARDIM;GASOLINA;2022-01-06;7.29
GO;APARECIDA DE GOIANIA;PARQUE FLAMBOYANT;ETANOL;2022-01-06;4.87
GO;APARECIDA DE GOIANIA;PARQUE FLAMBOYANT;GASOLINA;2022-01-06;7.27
GO;APARECIDA DE GOIANIA;SITIOS SANTA LUZIA;GASOLINA ADITIVADA;2022-01-06;7.69
GO;APARECIDA DE GOIANIA;SITIOS SANTA LUZIA;ETANOL;2022-01-06;4.94
GO;APARECIDA DE GOIANIA;SITIOS SANTA LUZIA;GASOLINA;2022-01-06;7.64
GO;APARECIDA DE GOIANIA;VILA SANTO ANTONIO - SEGUNDO ACRESCIMO;ETANOL;2022-01-06;4.99
GO;APARECIDA DE GOIANIA;VILA SANTO ANTONIO - SEGUNDO ACRESCIMO;GASOLINA;2022-01-06;7.27
GO;CALDAS NOVAS;CENTRO;GASOLINA ADITIVADA;2022-01-06;7.66
GO;CALDAS NOVAS;CENTRO;ETANOL;2022-01-06;5.25
GO;CALDAS NOVAS;CENTRO;GASOLINA;2022-01-06;7.66
GO;GOIANIA;PARQUE AMAZONIA;GASOLINA ADITIVADA;2022-01-06;7.15
GO;GOIANIA;PARQUE AMAZONIA;ETANOL;2022-01-06;4.67
GO;GOIANIA;PARQUE AMAZONIA;GASOLINA;2022-01-06;7.15
GO;GOIANIA;NOVA SUIÇA;ETANOL;2022-02-06;4.79
GO;GOIANIA;NOVA SUIÇA;GASOLINA ADITIVADA;2022-02-06;7.62
GO;GOIANIA;NOVA SUIÇA;GASOLINA;2022-02-06;7.27
GO;GOIANIA;SETOR NEGRAO DE LIMA;GASOLINA ADITIVADA;2022-01-06;7.78
GO;GOIANIA;SETOR NEGRAO DE LIMA;ETANOL;2022-01-06;4.99
GO;GOIANIA;SETOR NEGRAO DE LIMA;GASOLINA;2022-01-06;7.58
GO;GOIANIA;VILA NOVA;GASOLINA ADITIVADA;2022-01-06;7.59
GO;GOIANIA;VILA NOVA;ETANOL;2022-01-06;4.99
GO;GOIANIA;VILA NOVA;GASOLINA;2022-01-06;7.59
GO;GOIANIA;SETOR SUL;ETANOL;2022-01-06;4.65
GO;GOIANIA;SETOR SUL;GASOLINA;2022-01-06;7.15
GO;GOIANIA;JARDIM GUANABARA;ETANOL;2022-01-06;4.99
GO;GOIANIA;JARDIM GUANABARA;GASOLINA;2022-01-06;7.63
GO;GOIANIA;JARDIM GUANABARA;GASOLINA ADITIVADA;2022-01-06;7.69
GO;GOIANIA;JARDIM GUANABARA;ETANOL;2022-01-06;4.99
GO;GOIANIA;JARDIM GUANABARA;GASOLINA;2022-01-06;7.64
GO;GOIANIA;PARQUE AMAZÔNIA;ETANOL;2022-02-06;4.79
GO;GOIANIA;PARQUE AMAZÔNIA;GASOLINA ADITIVADA;2022-02-06;7.37
GO;GOIANIA;PARQUE AMAZÔNIA;GASOLINA;2022-02-06;7.27
GO;GOIANIA;SANTA GENOVEVA;ETANOL;2022-01-06;4.98
GO;GOIANIA;SANTA GENOVEVA;GASOLINA;2022-01-06;7.58
GO;GOIANIA;SETOR CENTRAL;GASOLINA ADITIVADA;2022-01-06;7.79
GO;GOIANIA;SETOR CENTRAL;ETANOL;2022-01-06;5.29
GO;GOIANIA;SETOR CENTRAL;GASOLINA;2022-01-06;7.79
GO;GOIANIA;SETOR BUENO;ETANOL;2022-02-06;4.79
GO;GOIANIA;SETOR BUENO;GASOLINA ADITIVADA;2022-02-06;7.47
GO;GOIANIA;SETOR BUENO;GASOLINA;2022-02-06;7.27
GO;GOIANIA;ST. LESTE VILA NOVA;GASOLINA ADITIVADA;2022-01-06;7.44
GO;GOIANIA;ST. LESTE VILA NOVA;ETANOL;2022-01-06;4.89
GO;GOIANIA;ST. LESTE VILA NOVA;GASOLINA;2022-01-06;7.44
GO;GOIANIA;JD GUANABARA;ETANOL;2022-01-06;4.75
GO;GOIANIA;JD GUANABARA;GASOLINA;2022-01-06;7.63
GO;GOIANIA;PARQUE AMAZONIA;ETANOL;2022-02-06;4.97
GO;GOIANIA;PARQUE AMAZONIA;GASOLINA ADITIVADA;2022-02-06;7.38
GO;GOIANIA;PARQUE AMAZONIA;GASOLINA;2022-02-06;7.25
GO;GOIANIA;LESTE UNIVERSITARIO;GASOLINA ADITIVADA;2022-01-06;7.49
GO;GOIANIA;LESTE UNIVERSITARIO;ETANOL;2022-01-06;4.89
GO;GOIANIA;LESTE UNIVERSITARIO;GASOLINA;2022-01-06;7.29
GO;GOIANIA;ST P LUDOVICO;ETANOL;2022-02-06;4.9
GO;GOIANIA;ST P LUDOVICO;GASOLINA;2022-02-06;7.27
GO;GOIANIA;PARQUE AMAZONIA;ETANOL;2022-01-06;4.79
GO;GOIANIA;PARQUE AMAZONIA;GASOLINA;2022-01-06;7.27
GO;GOIANIA;S L UNIVERSITARIO;GASOLINA ADITIVADA;2022-01-06;7.44
GO;GOIANIA;S L UNIVERSITARIO;ETANOL;2022-01-06;4.74
GO;GOIANIA;S L UNIVERSITARIO;GASOLINA;2022-01-06;7.24
TO;PARAISO DO TOCANTINS;SETOR INTERLAGOS;GASOLINA ADITIVADA;2022-01-06;7.55
TO;PARAISO DO TOCANTINS;SETOR INTERLAGOS;GASOLINA;2022-01-06;7.45
TO;PARAISO DO TOCANTINS;SETOR INTERLAGOS;ETANOL;2022-01-06;6.25
TO;PARAISO DO TOCANTINS;CENTRO;GASOLINA ADITIVADA;2022-01-06;7.55
TO;PARAISO DO TOCANTINS;CENTRO;GASOLINA;2022-01-06;7.45
TO;PARAISO DO TOCANTINS;CENTRO;ETANOL;2022-01-06;6.3
TO;PARAISO DO TOCANTINS;ST. MILENA;GASOLINA ADITIVADA;2022-01-06;7.66
TO;PARAISO DO TOCANTINS;ST. MILENA;GASOLINA;2022-01-06;7.56
TO;PARAISO DO TOCANTINS;ST. MILENA;ETANOL;2022-01-06;6.88
TO;PARAISO DO TOCANTINS;CENTRO;GASOLINA ADITIVADA;2022-01-06;7.49
TO;PARAISO DO TOCANTINS;CENTRO;GASOLINA;2022-01-06;7.45
TO;PARAISO DO TOCANTINS;CENTRO;ETANOL;2022-01-06;6.29
GO;TRINDADE;SETOR OESTE;GASOLINA;2022-03-06;7.57
GO;TRINDADE;SETOR OESTE;ETANOL;2022-03-06;4.99
GO;TRINDADE;CENTRO;GASOLINA;2022-03-06;7.28
GO;TRINDADE;CENTRO;ETANOL;2022-03-06;4.66
MA;PINHEIRO;CENTRO;GASOLINA ADITIVADA;2022-01-06;7.49
MA;PINHEIRO;CENTRO;GASOLINA;2022-01-06;7.43
MA;PINHEIRO;CENTRO;GASOLINA ADITIVADA;2022-01-06;7.42
MA;PINHEIRO;CENTRO;GASOLINA;2022-01-06;7.4
MA;PINHEIRO;CENTRO;GASOLINA ADITIVADA;2022-01-06;7.75
MA;PINHEIRO;CENTRO;GASOLINA;2022-01-06;7.6
MA;PINHEIRO;CENTRO;GASOLINA ADITIVADA;2022-01-06;7.49
MA;PINHEIRO;CENTRO;GASOLINA;2022-01-06;7.43
MA;PRESIDENTE DUTRA;CAMPO DANTAS;ETANOL;2022-02-06;6.3
MA;PRESIDENTE DUTRA;CAMPO DANTAS;GASOLINA ADITIVADA;2022-02-06;7.49
MA;PRESIDENTE DUTRA;CAMPO DANTAS;GASOLINA;2022-02-06;7.44
MA;PRESIDENTE DUTRA;CENTRO;GASOLINA;2022-02-06;7.44
MA;PRESIDENTE DUTRA;CENTRO;ETANOL;2022-02-06;6.1
MA;PRESIDENTE DUTRA;CENTRO;GASOLINA ADITIVADA;2022-02-06;7.44
MA;PRESIDENTE DUTRA;CENTRO;GASOLINA;2022-02-06;7.37
MA;PRESIDENTE DUTRA;CENTRO;GASOLINA ADITIVADA;2022-02-06;7.49
MA;PRESIDENTE DUTRA;CENTRO;GASOLINA;2022-02-06;7.44
MA;PRESIDENTE DUTRA;CENTRO;ETANOL;2022-02-06;6.25
MA;PRESIDENTE DUTRA;CENTRO;GASOLINA ADITIVADA;2022-02-06;7.49
MA;PRESIDENTE DUTRA;CENTRO;GASOLINA;2022-02-06;7.44
MA;PRESIDENTE DUTRA;PARANUA;GASOLINA;2022-02-06;7.391
MA;SAO LUIS;PARQUE AURORA;ETANOL;2022-01-06;5.91
MA;SAO LUIS;PARQUE AURORA;GASOLINA;2022-01-06;6.89
MA;SAO LUIS;SANTO ANTONIO;GASOLINA;2022-02-06;6.99
MA;SAO LUIS;COHAPAM;GASOLINA ADITIVADA;2022-01-06;6.88
MA;SAO LUIS;COHAPAM;ETANOL;2022-01-06;5.8
MA;SAO LUIS;COHAPAM;GASOLINA;2022-01-06;6.88
MA;SAO LUIS;ANIL;GASOLINA ADITIVADA;2022-01-06;6.88
MA;SAO LUIS;ANIL;ETANOL;2022-01-06;5.48
MA;SAO LUIS;ANIL;GASOLINA;2022-01-06;6.88
MA;SAO LUIS;JARDIM SAO CRISTOVAO II;GASOLINA ADITIVADA;2022-01-06;6.99
MA;SAO LUIS;JARDIM SAO CRISTOVAO II;ETANOL;2022-01-06;6.0
MA;SAO LUIS;JARDIM SAO CRISTOVAO II;GASOLINA;2022-01-06;6.99
MA;SAO LUIS;CONJ HABITACIONAL VINHAIS;ETANOL;2022-02-06;5.99
MA;SAO LUIS;CONJ HABITACIONAL VINHAIS;GASOLINA ADITIVADA;2022-02-06;7.19
MA;SAO LUIS;CONJ HABITACIONAL VINHAIS;GASOLINA;2022-02-06;6.89
MA;SAO LUIS;OLHO DAGUA;GASOLINA ADITIVADA;2022-02-06;6.95
MA;SAO LUIS;OLHO DAGUA;GASOLINA;2022-02-06;6.95
MA;SAO LUIS;COHAMA;ETANOL;2022-02-06;5.85
MA;SAO LUIS;COHAMA;GASOLINA ADITIVADA;2022-02-06;6.92
MA;SAO LUIS;COHAMA;GASOLINA;2022-02-06;6.89
MA;SAO LUIS;PARQUE SHALOM;GASOLINA;2022-02-06;7.39
MA;SAO LUIS;PLANALTO ANIL III;GASOLINA ADITIVADA;2022-01-06;7.39
MA;SAO LUIS;PLANALTO ANIL III;ETANOL;2022-01-06;5.99
MA;SAO LUIS;PLANALTO ANIL III;GASOLINA;2022-01-06;6.89
MA;SAO LUIS;ANIL;GASOLINA ADITIVADA;2022-01-06;6.89
MA;SAO LUIS;ANIL;ETANOL;2022-01-06;5.48
MA;SAO LUIS;ANIL;GASOLINA;2022-01-06;6.89
MA;SAO LUIS;MARACANA;GASOLINA ADITIVADA;2022-01-06;6.94
MA;SAO LUIS;MARACANA;GASOLINA;2022-01-06;6.89
MA;SAO LUIS;OLHO D¿ÁGUA;GASOLINA ADITIVADA;2022-02-06;7.19
MA;SAO LUIS;OLHO D¿ÁGUA;GASOLINA;2022-02-06;6.89
MA;SAO LUIS;COHEB DO SACAVEM;GASOLINA ADITIVADA;2022-01-06;6.92
MA;SAO LUIS;COHEB DO SACAVEM;ETANOL;2022-01-06;5.89
MA;SAO LUIS;COHEB DO SACAVEM;GASOLINA;2022-01-06;6.89
MA;SAO LUIS;SAO CRISTOVAO;GASOLINA ADITIVADA;2022-01-06;7.25
MA;SAO LUIS;SAO CRISTOVAO;ETANOL;2022-01-06;6.19
MA;SAO LUIS;SAO CRISTOVAO;GASOLINA;2022-01-06;7.19
MA;SAO LUIS;MARACANA;GASOLINA ADITIVADA;2022-01-06;7.39
MA;SAO LUIS;MARACANA;GASOLINA;2022-01-06;6.89
MA;SAO LUIS;FORQUILHA;GASOLINA ADITIVADA;2022-01-06;6.89
MA;SAO LUIS;FORQUILHA;GASOLINA;2022-01-06;6.89
MA;SAO LUIS;SAO CRISTOVAO;GASOLINA;2022-02-06;6.99
MA;SAO LUIS;TURU;GASOLINA ADITIVADA;2022-01-06;7.39
MA;SAO LUIS;TURU;ETANOL;2022-01-06;5.99
MA;SAO LUIS;TURU;GASOLINA;2022-01-06;6.89
MG;ALFENAS;JARDIM BOA ESPERANÇA;ETANOL;2022-01-06;4.89
MG;ALFENAS;JARDIM BOA ESPERANÇA;GASOLINA;2022-01-06;7.34
MG;ALFENAS;VILA BETANIA;GASOLINA ADITIVADA;2022-01-06;7.79
MG;ALFENAS;VILA BETANIA;ETANOL;2022-01-06;4.99
MG;ALFENAS;VILA BETANIA;GASOLINA;2022-01-06;7.79
MG;CONGONHAS;CENTRO;ETANOL;2022-01-06;5.39
MG;CONGONHAS;CENTRO;GASOLINA;2022-01-06;7.69
MG;CONGONHAS;CENTRO;ETANOL;2022-01-06;5.29
MG;CONGONHAS;CENTRO;GASOLINA;2022-01-06;7.59
MG;CONGONHAS;CENTRO;ETANOL;2022-01-06;5.14
MG;CONGONHAS;CENTRO;GASOLINA;2022-01-06;7.59
MG;CONSELHEIRO LAFAIETE;CENTRO;ETANOL;2022-02-06;5.59
MG;CONSELHEIRO LAFAIETE;CENTRO;GASOLINA;2022-02-06;7.79
MG;CONTAGEM;INCONFIDENTES;GASOLINA ADITIVADA;2022-01-06;7.54
MG;CONTAGEM;INCONFIDENTES;ETANOL;2022-01-06;5.17
MG;CONTAGEM;INCONFIDENTES;GASOLINA;2022-01-06;7.39
MG;CONTAGEM;INCONFIDENTES;GASOLINA ADITIVADA;2022-01-06;7.67
MG;CONTAGEM;INCONFIDENTES;ETANOL;2022-01-06;5.17
MG;CONTAGEM;INCONFIDENTES;GASOLINA;2022-01-06;7.37
MG;CONTAGEM;NOVO ELDORADO;ETANOL;2022-01-06;5.15
MG;CONTAGEM;NOVO ELDORADO;GASOLINA;2022-01-06;7.37
MG;CONTAGEM;ELDORADO;GASOLINA ADITIVADA;2022-01-06;7.57
MG;CONTAGEM;ELDORADO;ETANOL;2022-01-06;5.15
MG;CONTAGEM;ELDORADO;GASOLINA;2022-01-06;7.37
MG;CONTAGEM;CINCO;ETANOL;2022-01-06;5.19
MG;CONTAGEM;CINCO;GASOLINA;2022-01-06;7.39
MG;CONTAGEM;INCONFIDENTES;GASOLINA ADITIVADA;2022-01-06;7.59
MG;CONTAGEM;INCONFIDENTES;ETANOL;2022-01-06;5.25
MG;CONTAGEM;INCONFIDENTES;GASOLINA;2022-01-06;7.39
MG;CONTAGEM;RIACHO DAS PEDRAS;GASOLINA ADITIVADA;2022-01-06;7.59
MG;CONTAGEM;RIACHO DAS PEDRAS;ETANOL;2022-01-06;5.09
MG;CONTAGEM;RIACHO DAS PEDRAS;GASOLINA;2022-01-06;7.39
MG;CONTAGEM;RIACHO DAS PEDRAS;ETANOL;2022-01-06;5.09
MG;CONTAGEM;RIACHO DAS PEDRAS;GASOLINA;2022-01-06;7.39
MG;CONTAGEM;RIACHO DAS PEDRAS;GASOLINA ADITIVADA;2022-01-06;7.59
MG;CONTAGEM;RIACHO DAS PEDRAS;ETANOL;2022-01-06;5.09
MG;CONTAGEM;RIACHO DAS PEDRAS;GASOLINA;2022-01-06;7.39
MG;CONTAGEM;SANTA CRUZ INDL;ETANOL;2022-01-06;5.06
MG;CONTAGEM;SANTA CRUZ INDL;GASOLINA;2022-01-06;7.36
MG;CONTAGEM;INCONFIDENTES;GASOLINA ADITIVADA;2022-01-06;7.49
MG;CONTAGEM;INCONFIDENTES;ETANOL;2022-01-06;5.19
MG;CONTAGEM;INCONFIDENTES;GASOLINA;2022-01-06;7.39
MG;CONTAGEM;CID JD ELDORADO;ETANOL;2022-01-06;5.19
MG;CONTAGEM;CID JD ELDORADO;GASOLINA;2022-01-06;7.39
MG;CONTAGEM;INCONFIDENTES;GASOLINA ADITIVADA;2022-01-06;7.59
MG;CONTAGEM;INCONFIDENTES;ETANOL;2022-01-06;5.09
MG;CONTAGEM;INCONFIDENTES;GASOLINA;2022-01-06;7.39
MG;CONTAGEM;CIDADE JD ELDORADO;ETANOL;2022-01-06;5.39
MG;CONTAGEM;CIDADE JD ELDORADO;GASOLINA;2022-01-06;7.39
MG;CONTAGEM;CH HAB MONTE CASTELO;GASOLINA ADITIVADA;2022-01-06;7.59
MG;CONTAGEM;CH HAB MONTE CASTELO;ETANOL;2022-01-06;5.09
MG;CONTAGEM;CH HAB MONTE CASTELO;GASOLINA;2022-01-06;7.39
MG;CURVELO;PASSAGINHA;ETANOL;2022-02-06;5.69
MG;CURVELO;PASSAGINHA;GASOLINA ADITIVADA;2022-02-06;7.84
MG;CURVELO;PASSAGINHA;GASOLINA;2022-02-06;7.79
MG;DIVINOPOLIS;JARDIM DAS MANSOES;ETANOL;2022-02-06;5.09
MG;DIVINOPOLIS;JARDIM DAS MANSOES;GASOLINA;2022-02-06;7.25
MG;DIVINOPOLIS;BOM PASTOR;GASOLINA ADITIVADA;2022-01-06;7.79
MG;DIVINOPOLIS;BOM PASTOR;ETANOL;2022-01-06;5.39
MG;DIVINOPOLIS;BOM PASTOR;GASOLINA;2022-01-06;7.69
MG;DIVINOPOLIS;BOM PASTOR;ETANOL;2022-01-06;5.19
MG;DIVINOPOLIS;BOM PASTOR;GASOLINA;2022-01-06;7.44
MG;DIVINOPOLIS;ICARAI;ETANOL;2022-02-06;5.19
MG;DIVINOPOLIS;ICARAI;GASOLINA ADITIVADA;2022-02-06;7.25
MG;DIVINOPOLIS;ICARAI;GASOLINA;2022-02-06;7.25
MG;GOVERNADOR VALADARES;VILA ISA;ETANOL;2022-02-06;5.17
MG;GOVERNADOR VALADARES;VILA ISA;GASOLINA ADITIVADA;2022-02-06;7.59
MG;GOVERNADOR VALADARES;VILA ISA;GASOLINA;2022-02-06;7.37
MG;GOVERNADOR VALADARES;S PEDRO;ETANOL;2022-01-06;5.19
MG;GOVERNADOR VALADARES;S PEDRO;GASOLINA;2022-01-06;7.35
MG;GOVERNADOR VALADARES;CENTRO;ETANOL;2022-01-06;5.09
MG;GOVERNADOR VALADARES;CENTRO;GASOLINA;2022-01-06;7.35
MG;GOVERNADOR VALADARES;SAO PEDRO;ETANOL;2022-01-06;5.28
MG;GOVERNADOR VALADARES;SAO PEDRO;GASOLINA;2022-01-06;7.38
MG;GOVERNADOR VALADARES;CENTRO;GASOLINA ADITIVADA;2022-01-06;7.46
MG;GOVERNADOR VALADARES;CENTRO;ETANOL;2022-01-06;5.19
MG;GOVERNADOR VALADARES;CENTRO;GASOLINA;2022-01-06;7.39
MG;GOVERNADOR VALADARES;VILA ISA;ETANOL;2022-02-06;5.19
MG;GOVERNADOR VALADARES;VILA ISA;GASOLINA ADITIVADA;2022-02-06;7.49
MG;GOVERNADOR VALADARES;VILA ISA;GASOLINA;2022-02-06;7.39
MG;IPATINGA;CANAA;GASOLINA ADITIVADA;2022-01-06;7.69
MG;IPATINGA;CANAA;ETANOL;2022-01-06;5.69
MG;IPATINGA;CANAA;GASOLINA;2022-01-06;7.59
MG;IPATINGA;IGUACU;GASOLINA ADITIVADA;2022-01-06;7.71
MG;IPATINGA;IGUACU;ETANOL;2022-01-06;5.59
MG;IPATINGA;IGUACU;GASOLINA;2022-01-06;7.59
MG;IPATINGA;CANAA;GASOLINA ADITIVADA;2022-01-06;7.69
MG;IPATINGA;CANAA;ETANOL;2022-01-06;5.69
MG;IPATINGA;CANAA;GASOLINA;2022-01-06;7.59
MG;IPATINGA;BAIRRO IGUACU;GASOLINA ADITIVADA;2022-01-06;7.74
MG;IPATINGA;BAIRRO IGUACU;ETANOL;2022-01-06;5.59
MG;IPATINGA;BAIRRO IGUACU;GASOLINA;2022-01-06;7.59
MG;IPATINGA;CIDADE NOBRE;ETANOL;2022-01-06;5.68
MG;IPATINGA;CIDADE NOBRE;GASOLINA;2022-01-06;7.58
MG;ITAUNA;MORADA NOVA;ETANOL;2022-02-06;5.29
MG;ITAUNA;MORADA NOVA;GASOLINA ADITIVADA;2022-02-06;7.59
MG;ITAUNA;MORADA NOVA;GASOLINA;2022-02-06;7.41
MG;ITAUNA;LOURDES;ETANOL;2022-02-06;5.29
MG;ITAUNA;LOURDES;GASOLINA;2022-02-06;7.59
MG;ITAUNA;CENTRO;ETANOL;2022-02-06;5.28
MG;ITAUNA;CENTRO;GASOLINA;2022-02-06;7.41
MG;JANAUBA;CENTRO;ETANOL;2022-01-06;5.644
MG;JANAUBA;CENTRO;GASOLINA;2022-01-06;8.099
MG;JANUARIA;VILA JADETE;ETANOL;2022-01-06;5.35
MG;JANUARIA;VILA JADETE;GASOLINA;2022-01-06;7.78
MG;JANUARIA;CENTRO;GASOLINA ADITIVADA;2022-01-06;7.85
MG;JANUARIA;CENTRO;ETANOL;2022-01-06;5.38
MG;JANUARIA;CENTRO;GASOLINA;2022-01-06;7.78
MG;JANUARIA;CENTRO;GASOLINA ADITIVADA;2022-01-06;7.85
MG;JANUARIA;CENTRO;ETANOL;2022-01-06;5.35
MG;JANUARIA;CENTRO;GASOLINA;2022-01-06;7.79
MG;JANUARIA;CENTRO;ETANOL;2022-01-06;5.35
MG;JANUARIA;CENTRO;GASOLINA;2022-01-06;7.78
MG;LAVRAS;N.S.DO LIBANO;ETANOL;2022-02-06;5.59
MG;LAVRAS;N.S.DO LIBANO;GASOLINA ADITIVADA;2022-02-06;7.79
MG;LAVRAS;N.S.DO LIBANO;GASOLINA;2022-02-06;7.69
MG;LAVRAS;CENTRO;ETANOL;2022-02-06;5.24
MG;LAVRAS;CENTRO;GASOLINA ADITIVADA;2022-02-06;7.69
MG;LAVRAS;CENTRO;GASOLINA;2022-02-06;7.49
MG;LAVRAS;CENTRO;ETANOL;2022-02-06;5.39
MG;LAVRAS;CENTRO;GASOLINA;2022-02-06;7.49
MG;LAVRAS;VILA ESTER;ETANOL;2022-02-06;5.79
MG;LAVRAS;VILA ESTER;GASOLINA ADITIVADA;2022-02-06;7.84
MG;LAVRAS;VILA ESTER;GASOLINA;2022-02-06;7.69
MG;MONTES CLAROS;CENTRO;ETANOL;2022-02-06;4.89
MG;MONTES CLAROS;CENTRO;GASOLINA ADITIVADA;2022-02-06;7.39
MG;MONTES CLAROS;CENTRO;GASOLINA;2022-02-06;7.29
MG;MONTES CLAROS;ALTO SÃO JOÃO;ETANOL;2022-02-06;5.59
MG;MONTES CLAROS;ALTO SÃO JOÃO;GASOLINA ADITIVADA;2022-02-06;7.79
MG;MONTES CLAROS;ALTO SÃO JOÃO;GASOLINA;2022-02-06;7.69
MG;MONTES CLAROS;VILA JOAO GORDO;ETANOL;2022-02-06;4.82
MG;MONTES CLAROS;VILA JOAO GORDO;GASOLINA;2022-02-06;7.25
MG;MONTES CLAROS;ALTO SAO JOAO;ETANOL;2022-02-06;4.87
MG;MONTES CLAROS;ALTO SAO JOAO;GASOLINA;2022-02-06;7.27
MG;MONTES CLAROS;JARAGUA;ETANOL;2022-02-06;5.19
MG;MONTES CLAROS;JARAGUA;GASOLINA ADITIVADA;2022-02-06;7.79
MG;MONTES CLAROS;JARAGUA;GASOLINA;2022-02-06;7.69
MG;MONTES CLAROS;ESPLANADA;ETANOL;2022-02-06;4.86
MG;MONTES CLAROS;ESPLANADA;GASOLINA ADITIVADA;2022-02-06;7.36
MG;MONTES CLAROS;ESPLANADA;GASOLINA;2022-02-06;7.26
MG;MONTES CLAROS;VILA NAZARETH;ETANOL;2022-02-06;5.05
MG;MONTES CLAROS;VILA NAZARETH;GASOLINA ADITIVADA;2022-02-06;7.69
MG;MONTES CLAROS;VILA NAZARETH;GASOLINA;2022-02-06;7.29
MG;OLIVEIRA;AREOES;ETANOL;2022-02-06;5.34
MG;OLIVEIRA;AREOES;GASOLINA;2022-02-06;7.34
MG;OLIVEIRA;SANTA MARIA;ETANOL;2022-02-06;5.79
MG;OLIVEIRA;SANTA MARIA;GASOLINA ADITIVADA;2022-02-06;8.09
MG;OLIVEIRA;SANTA MARIA;GASOLINA;2022-02-06;7.89
MG;OURO PRETO;SARAMENHA;GASOLINA ADITIVADA;2022-01-06;8.23
MG;OURO PRETO;SARAMENHA;ETANOL;2022-01-06;6.19
MG;OURO PRETO;SARAMENHA;GASOLINA;2022-01-06;8.23
MG;PARACATU;AMOREIRAS I;GASOLINA ADITIVADA;2022-01-06;7.91
MG;PARACATU;AMOREIRAS I;ETANOL;2022-01-06;5.39
MG;PARACATU;AMOREIRAS I;GASOLINA;2022-01-06;7.87
MG;PARACATU;ALTO DO CORREGO;ETANOL;2022-02-06;5.69
MG;PARACATU;ALTO DO CORREGO;GASOLINA ADITIVADA;2022-02-06;8.19
MG;PARACATU;ALTO DO CORREGO;GASOLINA;2022-02-06;8.07
MG;PASSOS;JARDIM CONTINENTAL;GASOLINA ADITIVADA;2022-01-06;7.89
MG;PASSOS;JARDIM CONTINENTAL;ETANOL;2022-01-06;5.79
MG;PASSOS;JARDIM CONTINENTAL;GASOLINA;2022-01-06;7.79
MG;PATOS DE MINAS;ALTO CAICARAS;ETANOL;2022-01-06;5.29
MG;PATOS DE MINAS;ALTO CAICARAS;GASOLINA;2022-01-06;7.69
MG;PATROCINIO;VILA CONSTANTINO;ETANOL;2022-02-06;5.79
MG;PATROCINIO;VILA CONSTANTINO;GASOLINA ADITIVADA;2022-02-06;8.19
MG;PATROCINIO;VILA CONSTANTINO;GASOLINA;2022-02-06;7.99
MG;PATROCINIO;DONA DIVA;ETANOL;2022-02-06;5.19
MG;PATROCINIO;DONA DIVA;GASOLINA ADITIVADA;2022-02-06;7.4
MG;PATROCINIO;DONA DIVA;GASOLINA;2022-02-06;7.4
MG;PATROCINIO;CARAJAS;ETANOL;2022-02-06;5.3
MG;PATROCINIO;CARAJAS;GASOLINA ADITIVADA;2022-02-06;7.8
MG;PATROCINIO;CARAJAS;GASOLINA;2022-02-06;7.7
MG;POCOS DE CALDAS;JOAO PINHEIRO;ETANOL;2022-02-06;5.19
