NOME_ATIVO,DATA_NEGOCIACAO,ANO,MES,DIA,ANOMES,VALOR_ABERTURA,VALOR_MAIOR_NEGOCIACAO,VALOR_MENOR_NEGOCIACAO,VALOR_FECHAMENTO,VALOR_FECHAMENTO_AJUSTADO,VOLUME_NEGOCIADO,DATA_EXTRACAO
PETR4.SA,2018-02-06,2018,02,06,2018-02,18.65999984741211,19.989999771118164,18.6200008392334,19.989999771118164,7.087927341461182,74146500,2023-09-07 01:29:17.225393
PETR4.SA,2018-02-07,2018,02,07,2018-02,19.96999931335449,20.21999931335449,19.36000061035156,19.440000534057617,6.892913341522217,61910300,2023-09-07 01:29:17.225393
PETR4.SA,2018-02-08,2018,02,08,2018-02,19.549999237060547,19.739999771118164,18.799999237060547,19.049999237060547,6.75462818145752,51115100,2023-09-07 01:29:17.225393
PETR4.SA,2018-02-09,2018,02,09,2018-02,19.030000686645508,19.38999938964844,18.51000022888184,18.770000457763672,6.65534782409668,68727600,2023-09-07 01:29:17.225393
PETR4.SA,2018-02-14,2018,02,14,2018-02,19.01000022888184,19.36000061035156,18.959999084472656,19.25,6.82554292678833,43402800,2023-09-07 01:29:17.225393
PETR4.SA,2018-02-15,2018,02,15,2018-02,19.5,19.540000915527344,19.170000076293945,19.399999618530277,6.878728866577148,31978000,2023-09-07 01:29:17.225393
PETR4.SA,2018-02-16,2018,02,16,2018-02,19.459999084472656,19.57999992370605,19.309999465942383,19.420000076293945,6.885822296142578,34736300,2023-09-07 01:29:17.225393
PETR4.SA,2018-02-19,2018,02,19,2018-02,19.549999237060547,20.100000381469727,19.549999237060547,20.049999237060547,7.1092023849487305,40925500,2023-09-07 01:29:17.225393
PETR4.SA,2018-02-20,2018,02,20,2018-02,19.8799991607666,20.81999969482422,19.81999969482422,20.440000534057617,7.247486591339111,67418700,2023-09-07 01:29:17.225393
PETR4.SA,2018-02-21,2018,02,21,2018-02,20.59000015258789,20.8799991607666,20.25,20.25,7.180116653442383,55678400,2023-09-07 01:29:17.225393
PETR4.SA,2018-02-22,2018,02,22,2018-02,20.59000015258789,20.81999969482422,20.540000915527344,20.739999771118164,7.353861331939697,38170900,2023-09-07 01:29:17.225393
PETR4.SA,2018-02-23,2018,02,23,2018-02,20.950000762939453,21.13999938964844,20.6200008392334,21.1200008392334,7.48859691619873,55755600,2023-09-07 01:29:17.225393
PETR4.SA,2018-02-26,2018,02,26,2018-02,21.399999618530277,21.690000534057617,21.3799991607666,21.520000457763672,7.630427360534668,48160500,2023-09-07 01:29:17.225393
PETR4.SA,2018-02-27,2018,02,27,2018-02,21.46999931335449,21.850000381469727,21.34000015258789,21.5,7.623336315155029,42912500,2023-09-07 01:29:17.225393
PETR4.SA,2018-02-28,2018,02,28,2018-02,21.6299991607666,21.770000457763672,21.18000030517578,21.459999084472656,7.609151363372803,66229400,2023-09-07 01:29:17.225393
PETR4.SA,2018-03-01,2018,03,01,2018-03,21.399999618530277,21.459999084472656,20.76000022888184,21.030000686645508,7.456686496734619,66380900,2023-09-07 01:29:17.225393
PETR4.SA,2018-03-02,2018,03,02,2018-03,20.700000762939453,21.51000022888184,20.51000022888184,21.51000022888184,7.626882553100586,52682900,2023-09-07 01:29:17.225393
PETR4.SA,2018-03-05,2018,03,05,2018-03,21.489999771118164,22.170000076293945,21.36000061035156,22.1200008392334,7.843171119689941,54242600,2023-09-07 01:29:17.225393
PETR4.SA,2018-03-06,2018,03,06,2018-03,22.5,22.6299991607666,21.86000061035156,21.899999618530277,7.765162944793701,57240800,2023-09-07 01:29:17.225393
PETR4.SA,2018-03-07,2018,03,07,2018-03,21.690000534057617,21.96999931335449,21.3700008392334,21.670000076293945,7.68361234664917,50956600,2023-09-07 01:29:17.225393
PETR4.SA,2018-03-08,2018,03,08,2018-03,21.850000381469727,21.8799991607666,21.31999969482422,21.700000762939453,7.694250583648682,36156800,2023-09-07 01:29:17.225393
